,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
2195,12/31/2013,Metegol,22000000,0,30051905
2196,12/31/2016,The Butterfly God,22000000,0,0
2197,6/24/1977,Sorcerer,21600000,12000000,12000000
2198,7/27/2007,Molière,21600000,635733,791154
2199,39212,Michael Clayton,21500000,49033882,92987651
2200,36410,Arlington Road,21500000,24419219,24419219
2201,12/20/1996,My Fellow Americans,21500000,22331846,22331846
2202,6/22/2012,To Rome with Love,21500000,16684352,74363777
2203,11/16/2012,Silver Linings Playbook,21000000,132092958,236412453
2204,6/30/1999,"South Park: Bigger, Longer & Uncut",21000000,52037603,52037603
2205,6/18/1982,Firefox,21000000,45785720,45785720
2206,4/16/2010,Death at a Funeral,21000000,42739347,48977233
2207,3/19/1993,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609
2208,9/14/2001,Hardball,21000000,40222729,43728560
2209,40309,For Colored Girls,21000000,37729698,38017873
2210,39203,Freedom Writers,21000000,36605602,43632609
2211,37570,The Transporter,21000000,25296447,43928932
2212,3/14/2008,Never Back Down,21000000,24850922,39319801
2213,40798,Tinker Tailor Soldier Spy,21000000,24149393,81452811
2214,36291,The Bachelor,21000000,21731001,36882378
2215,36497,The Rage: Carrie 2,21000000,17760244,17760244
2216,39455,Swing Vote,21000000,16289867,17589867
2217,39939,Away We Go,21000000,9451946,10108016
2218,9/27/2002,Moonlight Mile,21000000,6830957,6830957
2219,40699,The Beaver,21000000,970816,5046038
2220,10/22/1999,Molly,21000000,17396,17396
2221,12/31/2015,Bitter Harvest,21000000,0,0
2222,4/23/1999,eXistenZ,20700000,2840417,2840417
2223,7/23/1982,The Best Little Whorehouse in Texas,20500000,69701637,69701637
2224,39029,Pulse,20500000,20264436,30241435
2225,29926,Raiders of the Lost Ark,20000000,248159971,389925971
2226,11/13/1991,Beauty and the Beast,20000000,218951625,451421625
2227,11/20/1992,Home Alone 2: Lost in New York,20000000,173585516,358994850
2228,11/16/1977,Close Encounters of the Third Kind,20000000,166000000,337700000
2229,5/20/1987,Beverly Hills Cop II,20000000,153665036,276665036
2230,7/19/2013,The Conjuring,20000000,137400141,318000141
2231,37805,Bringing Down the House,20000000,132675402,164675402
2232,2/14/1991,The Silence of the Lambs,20000000,130726716,275726716
2233,2/14/1992,Wayne's World,20000000,121697323,183097323
2234,10/15/2010,Jackass 3D,20000000,117229692,171685793
2235,7/29/2016,Bad Moms,20000000,112513973,170513973
2236,6/16/1978,Jaws 2,20000000,102922376,208900376
2237,39517,Beverly Hills Chihuahua,20000000,94514402,154218168
2238,41677,Tammy,20000000,84525432,93931360
2239,1/21/2005,Are We There Yet?,20000000,82674398,98114471
2240,11/16/2011,The Descendants,20000000,82624961,175507800
2241,37690,School of Rock,20000000,81261177,131945303
2242,4/13/2007,Disturbia,20000000,80818974,118537627
2243,8/18/1995,Mortal Kombat,20000000,70433227,122133227
2244,6/23/2004,White Chicks,20000000,69148997,111448997
2245,4/24/2009,Obsessed,20000000,68261644,73964713
2246,4/18/2003,Holes,20000000,67383924,71232214
2247,6/29/2012,Tyler Perry's Madea's Witness Protection,20000000,65653242,66776571
2248,3/31/2010,The Last Song,20000000,62950384,92678948
2249,40213,Why Did I Get Married Too?,20000000,60095852,60831067
2250,10/18/2013,12 Years a Slave,20000000,56671993,181025343
2251,12/13/2002,Drumline,20000000,56398162,56398162
2252,42435,Me Before You,20000000,56245075,205445075
2253,4/15/2016,Barbershop: The Next Cut,20000000,54030051,54402054
2254,33066,Edward Scissorhands,20000000,53976987,53976987
2255,12/25/2014,Selma,20000000,52076908,66776908
2256,29567,Popeye,20000000,49823037,49823037
2257,2/17/2006,Date Movie,20000000,48548426,85146165
2258,2/15/2002,Peter Pan: Return to Neverland,20000000,48430258,109862682
2259,2/14/2003,The Jungle Book 2,20000000,47901582,140122225
2260,3/16/2007,Premonition,20000000,47852604,81461343
2261,38444,Boogeyman,20000000,46752382,67192859
2262,36832,The Tigger Movie,20000000,45542421,96147688
2263,42166,Spotlight,20000000,45055776,90206716
2264,6/26/2015,Max,20000000,42656255,43658157
2265,3/21/2008,Meet the Browns,20000000,41975388,41975388
2266,7/24/2009,Orphan,20000000,41596251,78769428
2267,1/26/2007,Epic Movie,20000000,39739367,86858578
2268,9/19/2008,Lakeview Terrace,20000000,39263506,44821299
2269,10/13/2006,The Grudge 2,20000000,39143839,70743839
2270,7/27/2016,Nerve,20000000,38562439,61662439
2271,5/14/1982,Conan the Barbarian,20000000,38264085,79114085
2272,8/14/1998,How Stella Got Her Groove Back,20000000,37672944,37672944
2273,7/19/1991,Bill & Ted's Bogus Journey,20000000,37537675,37537675
2274,10/13/2006,Man of the Year,20000000,37442180,41342180
2275,2/19/2016,Risen,20000000,36880033,46169871
2276,8/18/2010,Vampires Suck,20000000,36661504,81424988
2277,12/21/1979,The Black Hole,20000000,35841901,35841901
2278,40187,The American,20000000,35606376,67950723
2279,3/21/1997,Selena,20000000,35450113,35450113
2280,40644,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745
2281,3/19/2004,Eternal Sunshine of the Spotless Mind,20000000,34366518,73135439
2282,41365,Texas Chainsaw 3D,20000000,34341945,47666013
2283,10/27/2006,Babel,20000000,34302837,132121212
2284,9/19/2014,This is Where I Leave You,20000000,34296320,41296320
2285,39794,Doubt,20000000,33446470,53191101
2286,10/15/2004,Team America: World Police,20000000,32774834,50274834
2287,10/27/1995,Copycat,20000000,32051917,32051917
2288,41612,Scary Movie V,20000000,32015787,78613981
2289,40515,She's Out of My League,20000000,32010860,48680977
2290,11/26/2008,Milk,20000000,31841299,57293371
2291,10/15/1969,Paint Your Wagon,20000000,31678778,31678778
2292,8/31/2011,The Debt,20000000,31177548,46604054
2293,10/25/2002,Ghost Ship,20000000,30113491,68349884
2294,40391,Daybreakers,20000000,30101577,51445503
2295,39632,The Bank Job,20000000,30060660,66143005
2296,3/20/1998,Wild Things,20000000,29795299,55576699
2297,10/16/2009,The Stepfather,20000000,29062561,29227561
2298,3/31/2000,High Fidelity,20000000,27277055,47881663
2299,4/28/2006,Stick It,20000000,26910736,30399714
2300,39539,One Missed Call,20000000,26890041,44513466
2301,35400,Eye for an Eye,20000000,26792700,26792700
2302,39756,Street Kings,20000000,26415649,65454793
2303,8/23/2013,The World's End,20000000,26004851,47508505
2304,1/19/1996,From Dusk Till Dawn,20000000,25728961,25728961
2305,9/24/2010,You Again,20000000,25702053,32838945
2306,6/15/2007,Nancy Drew,20000000,25584685,30703845
2307,9/17/2010,Alpha and Omega 3D,20000000,25107267,48958353
2308,2/14/2014,Endless Love,20000000,23438250,34614964
2309,38938,The Covenant,20000000,23364784,38164784
2310,40550,Monte Carlo,20000000,23186769,39686769
2311,3/24/2006,Stay Alive,20000000,23086480,23187506
2312,38543,2 For the Money,20000000,22991379,30491379
2313,35897,Psycho,20000000,21541218,37226218
2314,10/19/1990,Quigley Down Under,20000000,21413105,21413105
2315,9/27/1995,To Die For,20000000,21284514,27688744
2316,8/21/2009,Shorts,20000000,20919166,29870801
2317,10/30/1998,Vampires,20000000,20268825,20268825
2318,9/19/2008,Appaloosa,20000000,20211394,27911453
2319,11/20/2015,Secret in Their Eyes,20000000,20180155,30808558
2320,8/13/2004,Yu-Gi-Oh,20000000,19762690,28762690
2321,3/23/2007,Reign Over Me,20000000,19661987,20081987
2322,9/19/2008,My Best Friend's Girl,20000000,19219250,34787111
2323,39391,Georgia Rule,20000000,18882880,20819601
2324,7/31/1981,Under the Rainbow,20000000,18826490,18826490
2325,31385,Ladyhawke,20000000,18400000,18400000
2326,9/21/2007,Into the Wild,20000000,18354356,56822960
2327,36108,Simon Birch,20000000,18253415,18310591
2328,38658,Pooh's Heffalump Movie,20000000,18098433,55686944
2329,9/29/2006,School for Scoundrels,20000000,17807569,17807569
2330,10/26/2012,Silent Hill: Revelation 3D,20000000,17530219,55975672
2331,34769,Home for the Holidays,20000000,17468887,22119269
2332,2/20/2009,Fired Up,20000000,17231291,18608570
2333,38568,Kung Fu Hustle,20000000,17104669,102034104
2334,7/26/2002,The Country Bears,20000000,16988996,16988996
2335,11/21/2003,21 Grams,20000000,16248701,59667625
2336,39915,Armored,20000000,15988876,23661038
2337,12/14/2007,The Kite Runner,20000000,15800078,74180745
2338,38055,Paparazzi,20000000,15712072,16612072
2339,1/17/2003,A Guy Thing,20000000,15543862,17430594
2340,2/15/1965,The Greatest Story Ever Told,20000000,15473333,15473333
2341,7/21/2000,Loser,20000000,15464026,18250106
2342,35949,Twilight,20000000,15055091,15055091
2343,9/23/2009,Capitalism: A Love Story,20000000,14363397,19121531
2344,4/13/2012,Lockout,20000000,14326865,33943049
2345,8/29/2008,Disaster Movie,20000000,14190901,36720752
2346,9/30/2011,What's Your Number?,20000000,14011084,30163785
2347,11/14/1997,The Man Who Knew Too Little,20000000,13801755,13801755
2348,4/17/2009,Crank 2: High Voltage,20000000,13684249,35472739
2349,10/30/2015,Burnt,20000000,13651946,32632668
2350,4/30/2004,Envy,20000000,13548322,14566246
2351,10/13/2006,One Night with the King,20000000,13395961,13725032
2352,10/21/1994,Bullets Over Broadway,20000000,13383747,13383747
2353,9/19/2008,Ghost Town,20000000,13252641,29843245
2354,11/22/2002,The Quiet American,20000000,12987647,26348203
2355,2/26/2016,Triple 9,20000000,12639297,23390380
2356,10/28/2005,The Weather Man,20000000,12482775,15466961
2357,8/23/2002,Undisputed,20000000,12398628,12398628
2358,42409,The Light Between Oceans,20000000,12249417,12682508
2359,3/27/2009,12 Rounds,20000000,12234694,17306648
2360,40188,Let Me In,20000000,12134935,28270399
2361,34490,3 Ninjas Kick Back,20000000,11744960,11744960
2362,2/22/2008,Be Kind Rewind,20000000,11175164,30894247
2363,38607,Mrs. Henderson Presents,20000000,11036366,27836366
2364,35776,Deconstructing Harry,20000000,10686841,10686841
2365,10/22/1999,Three to Tango,20000000,10570375,10570375
2366,12/15/1989,We're No Angels,20000000,10555348,10555348
2367,35228,Everyone Says I Love You,20000000,9725847,34600000
2368,8/31/2007,Death Sentence,20000000,9534258,16907831
2369,42435,Popstar: Never Stop Never Stopping,20000000,9496130,9537120
2370,39915,Everybody's Fine,20000000,9208876,9208876
2371,8/27/2004,Super Babies: Baby Geniuses 2,20000000,9109322,9355369
2372,9/20/2013,Battle of the Year,20000000,8888355,16723377
2373,8/17/2007,Death at a Funeral,20000000,8580428,46790428
2374,38604,The Man,20000000,8330720,10393696
2375,39203,Code Name: The Cleaner,20000000,8135024,8135024
2376,41985,Inherent Vice,20000000,8110975,8692898
2377,4/16/2004,Connie & Carla,20000000,8047525,8047525
2378,41588,Machete Kills,20000000,8008161,18273009
2379,25204,Sweet Charity,20000000,8000000,8000000
2380,2/24/2006,Doogal,20000000,7578946,28058652
2381,9/16/2005,Proof,20000000,7535331,8284331
2382,39517,An American Carol,20000000,7013191,7022183
2383,3/14/2003,Willard,20000000,6882696,6882696
2384,39449,Strange Wilderness,20000000,6575282,6947084
2385,4/24/2015,Little Boy,20000000,6485961,17684355
2386,12/17/1999,Topsy Turvy,20000000,6201757,6201757
2387,10/26/2012,Chasing Mavericks,20000000,6002756,8300821
2388,12/31/2014,A Most Violent Year,20000000,5749134,6071433
2389,11/23/2011,A Dangerous Method,20000000,5702083,14807531
2390,38905,A Scanner Darkly,20000000,5501616,7405084
2391,8/14/2009,Bandslam,20000000,5210988,12967829
2392,1/28/2005,Alone in the Dark,20000000,5178569,8178569
2393,10/29/2004,Birth,20000000,5005899,14603001
2394,8/26/2016,Hands of Stone,20000000,4701320,4701320
2395,10/24/2008,Passchendaele,20000000,4452423,4453327
2396,39517,Flash of Genius,20000000,4442377,4504111
2397,11/21/2007,I'm Not There,20000000,4017609,12397613
2398,41099,The Cold Light of Day,20000000,3763583,25361206
2399,5/15/2009,The Brothers Bloom,20000000,3531756,5531756
2400,10/24/2008,"Synecdoche, New York",20000000,3083538,4383538
2401,10/29/1999,Mononoke-hime,20000000,2374107,150350000
2402,3/19/2004,Bon Voyage,20000000,2353728,8361736
2403,11/13/2015,My All-American,20000000,2246000,2246000
2404,6/20/1980,Can't Stop the Music,20000000,2000000,2000000
2405,38842,The Proposition,20000000,1903434,5313608
2406,8/22/2003,Marci X,20000000,1646664,1646664
2407,37419,Equilibrium,20000000,1190018,5345869
2408,4/29/2011,Dylan Dog: Dead of Night,20000000,1186538,6093725
2409,8/29/2012,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907
2410,5/23/2008,The Children of Huang Shi,20000000,1031872,8221700
2411,10/20/2000,The Yards,20000000,882710,2282710
2412,40249,All Good Things,20000000,582024,873617
2413,11/13/2015,By the Sea,20000000,538460,3445926
2414,3/18/2005,Steamboy,20000000,468867,10468867
2415,4/22/2005,The Game of Their Lives,20000000,375474,375474
2416,34647,Rapa Nui,20000000,305070,305070
2417,40463,The Tempest,20000000,277943,277943
2418,39632,CJ7,20000000,206678,47300771
2419,3/27/1998,"Couloirs du temps: Les visiteurs 2, Les",20000000,146072,26146072
2420,4/25/2003,People I Know,20000000,121972,5694213
2421,10/30/2015,Regression,20000000,55039,14883495
2422,12/31/2008,Koltchak,20000000,0,38585047
2423,12/31/2012,Zambezia,20000000,0,34454631
2424,4/13/2010,Three Kingdoms: Resurrection of the Dragon,20000000,0,22139590
2425,3/31/2004,The Touch,20000000,0,5918742
2426,5/29/2015,Survivor,20000000,0,774905
2427,12/25/2007,Butterfly on a Wheel,20000000,0,0
2428,12/31/2007,Ramanujan,20000000,0,0
2429,12/31/2020,"Story of Bonnie and Clyde, The",20000000,0,0
2430,8/29/2014,Dwegons and Leprechauns,20000000,0,0
2431,12/31/2016,The History of Love,20000000,0,0
2432,6/30/2016,Fight Valley,20000000,0,0
2433,12/31/2017,The Thousand Miles,20000000,0,0
2434,8/21/2009,Der Baader Meinhof Komplex,19700000,476270,16498827
2435,12/20/2006,The Painted Veil,19400000,8060487,15118795
2436,8/23/2013,The Frozen Ground,19200000,0,5617460
2437,7/29/2011,The Devil's Double,19100000,1361512,2406666
2438,31113,Back to the Future,19000000,212259762,385524862
2439,33127,Dances with Wolves,19000000,184208842,424200000
2440,36714,Scary Movie,19000000,157019771,277200000
2441,6/24/2011,Bad Teacher,19000000,100292856,215448997
2442,42712,Sausage Party,19000000,96781170,123015184
2443,9/15/1989,Sea of Love,19000000,58571513,58571513
2444,37895,Just Married,19000000,56127162,101564935
2445,40126,I Can Do Bad All By Myself,19000000,51733921,51733921
2446,7/16/2004,A Cinderella Story,19000000,51438175,70164105
2447,5/23/1980,The Shining,19000000,44017374,44414369
2448,10/26/2001,Thirteen Ghosts,19000000,41867960,68467960
2449,10/29/1999,House on Haunted Hill,19000000,40846082,65090541
2450,2/26/2010,The Crazies,19000000,39123589,56445534
2451,1/16/2009,Notorious,19000000,36843682,45005151
2452,8/20/2010,The Switch,19000000,27758465,49858465
2453,40391,Leap Year,19000000,25918920,32618920
2454,41497,The Book Thief,19000000,21488481,76086711
2455,10/19/2007,"Gone, Baby, Gone",19000000,20300218,34352162
2456,7/26/2000,Thomas and the Magic Railroad,19000000,15911332,15911332
2457,22869,Mutiny on The Bounty,19000000,13680000,13680000
2458,9/20/2002,Sen to Chihiro no Kamikakushi,19000000,10049886,274949886
2459,10/17/2008,Sex Drive,19000000,8402485,10412485
2460,36039,Firestorm,19000000,8123860,8123860
2461,40636,Take Me Home Tonight,19000000,6928068,7576604
2462,9/28/2012,Won't Back Down,19000000,5310554,5714913
2463,23377,The Fall of the Roman Empire,19000000,4750000,4750000
2464,11/24/1993,The Nutcracker,19000000,2119994,2119994
2465,8/16/1996,Kansas City,19000000,1353824,1353824
2466,12/31/2013,Out of Inferno,19000000,0,0
2467,6/24/2005,George A. Romero's Land of the Dead,18975000,20700082,47751015
2468,12/15/2006,Indigènes,18900000,320700,26063572
2469,4/15/2005,The Amityville Horror,18500000,65233369,109175673
2470,37419,Adaptation,18500000,22498520,22498520
2471,39854,The Invention of Lying,18500000,18451251,32679264
2472,5/22/1998,Fear and Loathing in Las Vegas,18500000,10680275,13711903
2473,39545,Ne le dis à personne,18500000,6198883,33954018
2474,36924,Left Behind,18500000,4221341,4221341
2475,41887,Neighbors,18000000,150086800,270594534
2476,38787,Borat,18000000,128505958,261443242
2477,7/29/1994,The Mask,18000000,119920129,351620129
2478,32208,Big,18000000,114968774,151668774
2479,7/13/2001,Legally Blonde,18000000,96493426,141809235
2480,4/30/2004,Mean Girls,18000000,86047227,130953026
2481,30687,Star Trek III: The Search for Spock,18000000,76471046,87000000
2482,38604,The Exorcism of Emily Rose,18000000,75072454,144529078
2483,36445,Deuce Bigalow: Male Gigolo,18000000,65535067,92935067
2484,38140,Barbershop 2: Back in Business,18000000,65070412,65842412
2485,12/16/2005,The Family Stone,18000000,60062868,92357499
2486,11/26/2003,Bad Santa,18000000,60060328,77147031
2487,32117,Predator,18000000,59735548,98267558
2488,3/25/2016,My Big Fat Greek Wedding 2,18000000,59689605,91651878
2489,42317,The Perfect Guy,18000000,57017904,60264805
2490,35466,Austin Powers: International Man of Mystery,18000000,53883989,67683989
2491,3/25/2011,Diary of a Wimpy Kid: Rodrick Rules,18000000,52698535,73695194
2492,9/19/1984,Amadeus,18000000,51973029,51973029
2493,39756,Prom Night,18000000,43869350,57193655
2494,40759,Soul Surfer,18000000,43853424,47158652
2495,9/26/2003,Under the Tuscan Sun,18000000,43601508,57490024
2496,10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),18000000,42340598,103215094
2497,31695,Peggy Sue Got Married,18000000,41382841,41382841
2498,12/26/2001,Gosford Park,18000000,41300105,41300105
2499,37561,Orange County,18000000,41059716,43308707
2500,7/26/2013,Blue Jasmine,18000000,33404871,102912961
2501,4/28/2006,United 93,18000000,31567134,77635035
2502,37753,Honey,18000000,30272254,62646763
2503,10/14/2005,The Fog,18000000,29511112,37048526
2504,5/24/1996,Spy Hard,18000000,26936265,26936265
2505,42193,Ricki and the Flash,18000000,26822144,40487973
2506,12/13/1989,Glory,18000000,26593580,26593580
2507,6/29/1984,Conan the Destroyer,18000000,26400000,26400000
2508,11/13/2015,Love the Coopers,18000000,26302731,42167286
2509,6/24/1970,Catch-22,18000000,24911670,24911670
2510,40090,Observe and Report,18000000,24007324,27148898
2511,11/14/1980,Raging Bull,18000000,23380203,23380203
2512,9/18/2009,Love Happens,18000000,22965110,36133014
2513,9/25/2009,Fame,18000000,22455510,80227619
2514,31149,Young Sherlock Holmes,18000000,19739000,19739000
2515,40309,127 Hours,18000000,18335230,60217171
2516,5/19/2000,Small Time Crooks,18000000,17266359,29934477
2517,36865,Center Stage,18000000,17200925,21361109
2518,1/15/2016,Norm of the North,18000000,17062499,27426111
2519,38140,Catch That Kid,18000000,16703799,16959614
2520,8/16/2013,Jobs,18000000,16131410,26131410
2521,10/26/2001,Life as a House,18000000,15652637,23889158
2522,40391,Youth in Revolt,18000000,15285588,19685588
2523,7/25/2014,And So It Goes,18000000,15160801,17360801
2524,40093,"I Love You, Beth Cooper",18000000,14800725,16382538
2525,7/24/1981,Blow Out,18000000,13747234,13747234
2526,3/30/2001,Tailor of Panama,18000000,13491653,27491653
2527,5/22/1981,The Legend of the Lone Ranger,18000000,13400000,13400000
2528,1/31/2014,Labor Day,18000000,13371528,14189810
2529,8/30/2013,Getaway,18000000,10501938,11813989
2530,9/26/1997,The Ice Storm,18000000,8038061,16011975
2531,10/15/2004,Being Julia,18000000,7739049,14488705
2532,3/22/1989,Troop Beverly Hills,18000000,7190505,7190505
2533,2/21/1986,Nine 1/2 Weeks,18000000,6734844,6734844
2534,1/15/2010,The Last Station,18000000,6617867,15696146
2535,6/26/1981,Dragonslayer,18000000,6000000,6000000
2536,9/30/1994,Ed Wood,18000000,5828466,5828466
2537,39605,Mongol,18000000,5705761,27147349
2538,39670,RocknRolla,18000000,5700626,27794339
2539,6/25/1982,Megaforce,18000000,5675599,5675599
2540,8/20/2010,Mao's Last Dancer,18000000,4806750,25941437
2541,12/25/1996,Hamlet,18000000,4501094,7129670
2542,41947,The Railway Man,18000000,4438438,23910210
2543,12/29/1995,Restoration,18000000,4100000,4100000
2544,3/18/2016,Midnight Special,18000000,3712282,6841142
2545,9/27/2013,Metallica Through the Never,18000000,3419967,9082906
2546,9/19/2003,Anything Else,18000000,3203044,13203044
2547,2/23/1996,Unforgettable,18000000,2483790,2483790
2548,12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,2222862,25727044
2549,41277,Phantom,18000000,1034589,1199510
2550,4/26/2002,The Salton Sea,18000000,676698,676698
2551,4/24/2009,The Informers,18000000,315000,315000
2552,9/24/1999,One Man's Hero,18000000,229311,229311
2553,10/15/2010,Carlos,18000000,145526,157002
2554,9/22/2006,Renaissance,18000000,70644,2401413
2555,12/31/2008,I Come with the Rain,18000000,0,627422
2556,4/15/2016,I Am Wrath,18000000,0,6784
2557,39664,Day of the Dead,18000000,0,0
2558,8/22/2014,The Prince,18000000,0,0
2559,11/14/2014,Wolves,18000000,0,0
2560,2/19/2016,Forsaken,18000000,0,0
2561,42796,T2: Trainspotting,18000000,0,0
2562,6/28/1985,Red Sonja,17900000,6905861,6905861
2563,7/13/2012,Red Lights,17700000,49521,14518884
2564,8/17/2007,Superbad,17500000,121463226,169955142
2565,2/20/2009,Madea Goes To Jail,17500000,90508336,90508336
2566,2/14/2008,Step Up 2 the Streets,17500000,58017783,148586910
2567,12/16/2005,Hoodwinked,17500000,51386611,109843390
2568,11/21/2007,Hitman,17500000,39687694,99135571
2569,12/22/2004,Hotel Rwanda,17500000,23519128,36521223
2570,8/25/2006,Beerfest,17500000,19185184,20159316
2571,11/27/2013,Black Nativity,17500000,7018188,7285135
2572,4/25/2003,City of Ghosts,17500000,325491,325491
2573,12/31/2007,Taxi 4,17500000,0,60865364
2574,37172,The Others,17000000,96522687,207765056
2575,7/18/1986,Aliens,17000000,85160248,183316455
2576,8/13/2014,Let’s Be Cops,17000000,82390774,136890774
2577,10/17/1997,I Know What You Did Last Summer,17000000,72250091,125250091
2578,10/22/1964,My Fair Lady,17000000,72000000,72060976
2579,10/22/2004,Sideways,17000000,71502303,109793192
2580,11/15/2013,The Best Man Holiday,17000000,70525195,72835710
2581,2/13/2009,Friday the 13th,17000000,65002019,92670237
2582,9/28/2012,Pitch Perfect,17000000,65001093,116044347
2583,35923,Halloween: H2O,17000000,55041738,55041738
2584,41398,Evil Dead,17000000,54239856,97778356
2585,8/27/2004,Jet Li's Hero,17000000,53652140,177535958
2586,10/29/2010,Saw 3D,17000000,45710178,133735284
2587,2/20/2015,"McFarland, USA",17000000,44480275,45707924
2588,38993,The Hills Have Eyes,17000000,41778863,70355813
2589,37259,40 Days and 40 Nights,17000000,37939782,95092667
2590,37904,Good Boy!,17000000,37667746,45312217
2591,1/26/2007,Smokin' Aces,17000000,35662731,57263440
2592,35836,A Night at the Roxbury,17000000,30331165,30331165
2593,40636,Beastly,17000000,27865571,38028230
2594,40301,Brooklyn's Finest,17000000,27163593,39233233
2595,30201,Tron,17000000,26918576,26918576
2596,8/20/2010,Lottery Ticket,17000000,24719879,24719879
2597,37750,Dickie Roberts: Former Child Star,17000000,22734486,23734486
2598,3/31/2006,ATL,17000000,21170563,21170563
2599,8/24/2001,Summer Catch,17000000,19693891,19693891
2600,36111,A Simple Plan,17000000,16316273,16316273
2601,3/24/2006,Larry the Cable Guy: Health Inspector,17000000,15680099,15680099
2602,11/27/2002,Wes Craven Presents: They,17000000,12840842,16140842
2603,36170,The Adventures of Elmo in Grouchland,17000000,11634458,11634458
2604,7/24/1987,Superman IV: The Quest for Peace,17000000,11227824,11227824
2605,23012,55 Days at Peking,17000000,10000000,10000000
2606,39939,My Life in Ruins,17000000,8665206,20465206
2607,4/21/2006,American Dreamz,17000000,7314027,16510971
2608,1/25/2008,How She Move,17000000,7070641,8607815
2609,2/24/2006,Running Scared,17000000,6855137,9729088
2610,8/24/2012,The Apparition,17000000,4936819,10637281
2611,4/30/2004,Bobby Jones: Stroke of Genius,17000000,2694071,2694071
2612,8/29/1986,Shanghai Surprise,17000000,2315000,2315000
2613,12/25/2010,L'illusionniste,17000000,2231474,5631474
2614,29587,Roar,17000000,2110050,2110050
2615,10/17/2003,Veronica Guerin,17000000,1569918,9438074
2616,11/14/2007,Southland Tales,17000000,275380,364607
2617,6/26/2015,Escobar: Paradise Lost,17000000,195792,1973945
2618,6/23/2009,Chasseurs de dragons,17000000,0,13446115
2619,10/21/1977,Damnation Alley,17000000,0,0
2620,42677,The Young Messiah,16800000,6469813,7155967
2621,39001,FUR: An Imaginary Portrait of Diane Arbus,16800000,223202,2281089
2622,11/27/1991,My Girl,16500000,58011485,58011485
2623,32093,Wall Street,16500000,43848100,43848100
2624,35015,Sense and Sensibility,16500000,42993774,134993774
2625,8/18/2006,The Illusionist,16500000,39868642,83792062
2626,39149,Becoming Jane,16500000,18663911,39380876
2627,12/19/2003,House of Sand and Fog,16500000,13005485,16157923
2628,9/21/2007,Sydney White,16500000,11892415,13636339
2629,12/31/2007,Arn - Tempelriddaren,16500000,0,21404122
2630,32545,Dead Poets Society,16400000,95860116,239500000
2631,12/16/1994,Dumb & Dumber,16000000,127175374,246400000
2632,7/14/1989,When Harry Met Sally…,16000000,92823546,92831115
2633,5/19/2000,Road Trip,16000000,68525609,119739110
2634,30175,The Verdict,16000000,53977250,53977250
2635,1/15/1999,Varsity Blues,16000000,52894169,54294169
2636,5/25/2012,Moonrise Kingdom,16000000,45512466,68582095
2637,11/25/2011,The Artist,16000000,44667095,128256712
2638,40057,The Unborn,16000000,42670410,78208812
2639,37295,The Master of Disguise,16000000,40363530,40363530
2640,38878,The Texas Chainsaw Massacre: The Beginning,16000000,39517763,50517763
2641,12/29/2006,El Laberinto del Fauno,16000000,37634615,87041569
2642,40635,The Roommate,16000000,37300107,52545707
2643,39115,The Messengers,16000000,35374833,53774833
2644,36925,See Spot Run,16000000,33357476,43057552
2645,33489,Double Impact,16000000,29090445,29090445
2646,6/27/2001,Baby Boy,16000000,28734552,28734552
2647,37199,Joe Dirt,16000000,27087695,30987695
2648,39791,The Women,16000000,26902075,50103808
2649,4/20/2007,Hot Fuzz,16000000,23618786,81742618
2650,8/15/2008,Vicky Cristina Barcelona,16000000,23216709,104504817
2651,6/16/2000,Boys and Girls,16000000,21799652,21799652
2652,11/18/1994,Léon,16000000,19284974,45284974
2653,40515,Remember Me,16000000,19068240,56506120
2654,37570,White Oleander,16000000,16357770,21657770
2655,9/18/2009,Jennifer's Body,16000000,16204793,31943401
2656,36588,Drowning Mona,16000000,15427192,15980376
2657,1/30/1987,Radio Days,16000000,14792779,14792779
2658,7/18/2003,How to Deal,16000000,14108518,14108518
2659,41708,Left Behind,16000000,14019924,20769209
2660,5/28/2004,Soul Plane,16000000,13922211,14553807
2661,32398,My Stepmother Is an Alien,16000000,13854000,13854000
2662,6/29/2012,People Like Us,16000000,12431792,12519804
2663,5/28/1999,The Thirteenth Floor,16000000,11810854,11810854
2664,38055,The Cookout,16000000,11540112,11540112
2665,10/19/1979,Meteor,16000000,8400000,8400000
2666,31596,Highlander,16000000,5900000,12900000
2667,37320,Hollywood Ending,16000000,4839383,14839383
2668,9/15/2000,Duets,16000000,4734235,4734235
2669,8/13/1999,Detroit Rock City,16000000,4217115,4217115
2670,10/19/2007,Things We Lost in the Fire,16000000,3287315,8120148
2671,11/14/2014,The Homesman,16000000,2429989,3442853
2672,41398,Trance,16000000,2322593,22594052
2673,5/16/2014,The Immigrant,16000000,2013456,7585011
2674,8/15/1997,Steel,16000000,1686429,1686429
2675,12/21/2005,The White Countess,16000000,1669971,2814566
2676,7/25/2008,Bienvenue chez les Ch'tis,16000000,1477650,247474497
2677,41649,"Men, Women and Children",16000000,705908,1705908
