,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross
1659,36283,Analyze This,30000000,106885658,176885658
1660,9/20/1996,The First Wives Club,30000000,105489203,181489203
1661,12/15/2004,Million Dollar Baby,30000000,100492203,232016402
1662,9/22/1995,Se7en,30000000,100125643,328125643
1663,37843,Mystic River,30000000,90135191,156822020
1664,12/18/2015,Sisters,30000000,87044645,106030660
1665,36444,Pokemon: The First Movie,30000000,85744662,163644662
1666,11/19/2004,SpongeBob SquarePants: The Movie,30000000,85416609,142051255
1667,39915,Up in the Air,30000000,83823381,166842739
1668,6/25/2004,The Notebook,30000000,81001787,116117340
1669,40090,Hannah Montana the Movie,30000000,79576189,169173206
1670,1/13/2008,27 Dresses,30000000,76808654,160247805
1671,11/17/2000,Rugrats in Paris,30000000,76501438,103284813
1672,12/25/1991,The Prince of Tides,30000000,74787599,74787599
1673,38694,Four Brothers,30000000,74494381,92494381
1674,12/23/1994,Legends of the Fall,30000000,66502573,160502573
1675,9/28/2012,Looper,30000000,66486205,170466405
1676,41276,Warm Bodies,30000000,66380662,115121608
1677,12/13/2002,About Schmidt,30000000,65005217,107054484
1678,1/17/2014,The Nut Job,30000000,64251538,122529966
1679,2/16/2001,Down to Earth,30000000,64172251,71172251
1680,34797,Babe,30000000,63658910,246100000
1681,41129,Hope Springs,30000000,63536011,133085295
1682,4/18/2008,Forgetting Sarah Marshall,30000000,63172463,105173042
1683,38209,Friday Night Lights,30000000,61255921,61950770
1684,4/25/2008,Baby Mama,30000000,60494212,64170447
1685,5/29/1998,Hope Floats,30000000,60110313,81529000
1686,40057,Bride Wars,30000000,58715510,115150424
1687,8/20/2004,Without a Paddle,30000000,58156435,65121280
1688,4/23/2004,13 Going On 30,30000000,57139723,96439723
1689,5/20/2011,Midnight in Paris,30000000,56816662,162942835
1690,38482,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152
1691,12/21/2007,P.S. I Love You,30000000,53695808,155769678
1692,9/16/2005,The Corpse Bride,30000000,53359111,114770654
1693,5/14/2010,Letters to Juliet,30000000,53032453,82148538
1694,37046,Blow,30000000,52990775,83282296
1695,36496,Message in a Bottle,30000000,52880016,52880016
1696,7/24/2015,Southpaw,30000000,52421953,89825208
1697,32757,Star Trek V: The Final Frontier,30000000,52210049,70200000
1698,37322,Like Mike,30000000,51432423,62432423
1699,3/18/1994,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856
1700,39275,Atonement,30000000,50980159,129779728
1701,5/24/1985,A View to a Kill,30000000,50327960,152627960
1702,1/14/2005,Racing Stripes,30000000,49772522,89955540
1703,9/18/2015,Sicario,30000000,46889293,78571737
1704,9/22/1989,Black Rain,30000000,45892212,45892212
1705,4/13/2012,The Three Stooges,30000000,44338224,54052249
1706,7/21/2000,Pokemon 2000,30000000,43746923,133946923
1707,1/13/2006,Glory Road,30000000,42647449,42799060
1708,4/24/2015,The Age of Adaline,30000000,42629776,69057415
1709,40337,Step Up 3D,30000000,42400223,165889117
1710,5/29/2009,Drag Me To Hell,30000000,42100625,91388487
1711,4/13/2012,The Cabin in the Woods,30000000,42073277,70768144
1712,9/19/2003,Secondhand Lions,30000000,42070939,47902566
1713,39001,Stranger Than Fiction,30000000,40435190,53572822
1714,40759,Hanna,30000000,40259119,65343694
1715,8/16/2002,Blue Crush,30000000,40118420,51618420
1716,10/19/2007,30 Days of Night,30000000,39568996,80276156
1717,12/19/1986,Little Shop of Horrors,30000000,38747385,38747385
1718,9/15/2006,Gridiron Gang,30000000,38432823,41457834
1719,7/20/1988,Midnight Run,30000000,38413606,81613606
1720,1/25/2008,Meet the Spartans,30000000,38233676,84646831
1721,11/13/1987,The Running Man,30000000,38122000,38122000
1722,9/13/2013,The Family,30000000,36918811,51078541
1723,11/21/1997,Mortal Kombat: Annihilation,30000000,35927406,51327406
1724,40550,Larry Crowne,30000000,35608245,61449135
1725,10/18/2013,Carrie,30000000,35266619,82409520
1726,38721,Take the Lead,30000000,34742066,65390493
1727,11/24/2010,Love and Other Drugs,30000000,32367005,102716321
1728,42069,Entourage,30000000,32363404,46225326
1729,36897,What's the Worst That Could Happen?,30000000,32267774,38462071
1730,41488,Side Effects,30000000,32172757,66742138
1731,40065,9,30000000,31749894,48559999
1732,41677,Deliver Us from Evil,30000000,30577122,87956618
1733,41647,Get on Up,30000000,30569935,33315804
1734,4/27/2012,The Five-Year Engagement,30000000,28700285,61623819
1735,38021,The Prince & Me,30000000,28165882,29356757
1736,7/15/2011,Winnie the Pooh,30000000,26692846,50145607
1737,5/15/1998,Bulworth,30000000,26528684,29203383
1738,6/13/2003,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,26214846
1739,34797,Virtuosity,30000000,23998226,23998226
1740,9/18/1998,One True Thing,30000000,23337196,26708196
1741,40635,Sanctum,30000000,23209310,104283753
1742,7/21/2006,My Super Ex-Girlfriend,30000000,22530295,60772856
1743,9/17/2004,Mr. 3000,30000000,21800302,21827296
1744,11/19/2010,The Next Three Days,30000000,21148651,67255916
1745,38146,Little Black Book,30000000,20422207,21758371
1746,1/19/2005,Assault On Precinct 13,30000000,20040895,36040895
1747,41374,Runner Runner,30000000,19316646,60512680
1748,35948,The Replacement Killers,30000000,19035741,19035741
1749,38779,Ultraviolet,30000000,18522064,30962112
1750,10/21/2005,North Country,30000000,18324242,23676771
1751,8/19/2011,Fright Night,30000000,18298649,40520649
1752,42257,Steve Jobs,30000000,17766658,35403508
1753,7/17/2002,Eight Legged Freaks,30000000,17266505,36722311
1754,7/19/1996,Fled,30000000,17192205,19892205
1755,40274,Splice,30000000,17010170,26857459
1756,4/18/2008,88 Minutes,30000000,16930884,32955399
1757,38234,The Whole Ten Yards,30000000,16323969,26323969
1758,31420,Howard the Duck,30000000,16295774,16295774
1759,10/24/2008,Pride and Glory,30000000,15740721,43440721
1760,8/26/2005,The Cave,30000000,15007991,27147991
1761,4/30/2004,Godsend,30000000,14334645,16910708
1762,6/20/2003,Alex & Emma,30000000,14208384,15358583
1763,38055,Wicker Park,30000000,13001257,21601257
1764,12/25/2005,The New World,30000000,12712093,26184400
1765,1/18/2013,The Last Stand,30000000,12050299,48330757
1766,1/15/1999,In Dreams,30000000,12017369,12017369
1767,36497,Wing Commander,30000000,11578022,11578022
1768,37226,Antitrust,30000000,10965209,17865209
1769,41489,Dead Man Down,30000000,10895295,19599974
1770,4/29/2011,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111
1771,40090,Dragonball Evolution,30000000,9362785,58228460
1772,9/24/2004,First Daughter,30000000,9055010,10419084
1773,38604,An Unfinished Life,30000000,8535575,18535575
1774,12/25/2009,The Imaginarium of Doctor Parnassus,30000000,7689607,64352607
1775,12/17/2010,Barney's Version,30000000,7502560,8845575
1776,9/20/2002,Trapped,30000000,6916869,6916869
1777,30687,Once Upon a Time in America,30000000,5321508,5321508
1778,1/22/1999,Gloria,30000000,4167493,4967493
1779,9/21/2007,The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,15313631
1780,12/29/2004,The Merchant of Venice,30000000,3765585,18765585
1781,37656,The Good Thief,30000000,3517797,6460758
1782,8/17/2005,Supercross,30000000,3102550,3252550
1783,12/29/2006,Miss Potter,30000000,3005605,35891257
1784,38842,Wu ji,30000000,669625,35869934
1785,9/23/2011,Machine Gun Preacher,30000000,538690,3721988
1786,6/15/2007,DOA: Dead or Alive,30000000,480314,7755686
1787,2/19/2010,Le Petit Nicolas,30000000,201857,52339566
1788,40734,Xinhai geming,30000000,135739,8593154
1789,1/30/2015,Wild Card,30000000,3200,929157
1790,42130,United Passions,30000000,918,168832
1791,12/31/2010,Konferenz der Tiere,30000000,0,53048539
1792,42016,Grace of Monaco,30000000,0,25199891
1793,12/14/2007,Goodbye Bafana,30000000,0,2717302
1794,42585,Savva. Serdtse voyna,30000000,0,172242
1795,12/31/2013,Space Pirate Captain Harlock,30000000,0,143490
1796,12/31/2003,Ripley's Game,30000000,0,0
1797,5/15/2015,Pitch Perfect 2,29000000,183785415,286995378
1798,11/18/2005,Walk the Line,29000000,119519402,187707495
1799,42586,The Boss,29000000,63077560,77975209
1800,12/27/1995,Twelve Monkeys,29000000,57141459,168841459
1801,37964,Once Upon a Time in Mexico,29000000,56330657,97413527
1802,4/14/2000,Keeping the Faith,29000000,37036404,45336404
1803,42712,Florence Foster Jenkins,29000000,27154455,44154455
1804,2/13/1998,The Borrowers,29000000,22619589,54045832
1805,39580,Frost/Nixon,29000000,18622031,28452945
1806,38332,Seed of Chucky,29000000,17016190,24716190
1807,8/23/2002,Serving Sara,29000000,16930185,20146150
1808,12/31/2002,Confessions of a Dangerous Mind,29000000,16007718,33013805
1809,8/26/2009,Taking Woodstock,29000000,7460204,10066366
1810,31939,Cry Freedom,29000000,5899797,25899797
1811,9/24/1999,Mumford,28700000,4559569,4559569
1812,38445,The Jacket,28500000,6301131,15452978
1813,33919,Aladdin,28000000,217350219,504050219
1814,5/23/1984,Indiana Jones and the Temple of Doom,28000000,179880271,333080271
1815,8/14/2015,Straight Outta Compton,28000000,161058685,201867526
1816,11/20/1998,The Rugrats Movie,28000000,100494685,140894685
1817,7/15/1988,Die Hard,28000000,81350242,139109346
1818,37046,Along Came a Spider,28000000,74058698,105159085
1819,2/14/2013,Safe Haven,28000000,71399120,94050951
1820,42320,The Big Short,28000000,70259870,131459870
1821,39640,Role Models,28000000,67300955,94500826
1822,41922,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287
1823,38140,Miracle,28000000,64378093,64474705
1824,1/28/2013,Last Vegas,28000000,63914167,112914167
1825,1/26/2001,The Wedding Planner,28000000,60400856,94728529
1826,3/19/2004,Dawn of the Dead,28000000,58990765,103452875
1827,6/26/1981,For Your Eyes Only,28000000,54800000,195300000
1828,12/14/2001,The Royal Tenenbaums,28000000,52353636,71430876
1829,4/25/2003,Identity,28000000,52131264,82183683
1830,37021,Serendipity,28000000,50255310,77477297
1831,4/16/2010,Kick-Ass,28000000,48071303,97531134
1832,9/28/2001,Zoolander,28000000,45172250,60780981
1833,9/16/1994,Timecop,28000000,44853581,102053581
1834,7/27/2007,No Reservations,28000000,43107979,91943956
1835,7/16/1993,Hocus Pocus,28000000,39360491,39360491
1836,38667,Pride & Prejudice,28000000,38372662,126549607
1837,40885,30 Minutes or Less,28000000,37053924,40966716
1838,12/22/2000,Dracula 2000,28000000,33000377,33000377
1839,6/25/1982,Blade Runner,28000000,32656328,33139618
1840,34884,Rob Roy,28000000,31390587,31390587
1841,2/21/2014,3 Days to Kill,28000000,30697999,38959900
1842,8/16/2013,Kick-Ass 2,28000000,28795985,63129909
1843,39426,We Own the Night,28000000,28563179,55307857
1844,9/19/2014,A Walk Among the Tombstones,28000000,26017685,62108587
1845,1/15/2010,The Spy Next Door,28000000,24307106,46752858
1846,4/25/2014,Brick Mansions,28000000,20396829,73421224
1847,39056,Just My Luck,28000000,17326650,38159905
1848,10/13/2000,Lost Souls,28000000,16779636,31320293
1849,4/18/2003,Winged Migration,28000000,11689053,39134983
1850,42492,Pride and Prejudice and Zombies,28000000,10907291,16311335
1851,36170,"Mystery, Alaska",28000000,8891623,8891623
1852,8/24/2001,John Carpenter's Ghosts of Mars,28000000,8434601,8434601
1853,35741,A Simple Wish,28000000,8165213,8165213
1854,10/30/2015,Our Brand is Crisis,28000000,7002261,8592432
1855,12/25/1997,Kundun,28000000,5686694,5686694
1856,39517,How to Lose Friends & Alienate People,28000000,2775593,12031443
1857,12/31/2007,Alatriste,28000000,0,22860477
1858,39088,Knocked Up,27500000,148761765,219265952
1859,30595,Octopussy,27500000,67900000,187500000
1860,6/26/2009,My Sister's Keeper,27500000,49200230,96673002
1861,39662,Welcome Home Roscoe Jenkins,27500000,42436517,43607627
1862,1/13/2012,Joyful Noise,27500000,30932113,31157914
1863,12/14/1984,A Passage to India,27500000,27187653,27187653
1864,12/25/2006,Notes on a Scandal,27500000,17510118,50578411
1865,10/19/2007,Rendition,27500000,9736045,26939925
1866,10/28/2011,Anonymous,27500000,4463292,15815509
1867,3/18/2011,Limitless,27000000,79249455,155564919
1868,33401,Star Trek VI: The Undiscovered Country,27000000,74888996,96900000
1869,37443,The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,73826768
1870,35499,Kiss the Girls,27000000,60527873,60527873
1871,6/20/1980,The Blues Brothers,27000000,57229890,57229890
1872,12/25/1994,The Jungle Book,27000000,44342956,44342956
1873,39607,The Sisterhood of the Traveling Pants 2,27000000,44089964,44270131
1874,5/13/2016,Money Monster,27000000,41012075,93469699
1875,5/17/2002,About a Boy,27000000,40803000,130759651
1876,8/19/2011,Spy Kids: All the Time in the World,27000000,38536376,80681183
1877,7/16/1999,Lake Placid,27000000,31770413,31770413
1878,38902,Lucky Number Slevin,27000000,22495466,55495466
1879,10/21/1983,The Right Stuff,27000000,21500000,21500000
1880,7/20/1984,Die Unendliche Geschichte,27000000,21300000,21300000
1881,2/27/1998,Dark City,27000000,14435076,27257061
1882,9/19/2008,The Duchess,27000000,13848978,45160110
1883,40188,Case 39,27000000,13261851,28773827
1884,38631,The Honeymooners,27000000,12834849,13174426
1885,6/21/1985,Return to Oz,27000000,10618813,10618813
1886,3/27/1998,The Newton Boys,27000000,10341093,10341093
1887,8/27/2004,Suspect Zero,27000000,8712564,8712564
1888,39124,The Martian Child,27000000,7500310,9352089
1889,10/18/2002,Formula 51,27000000,5204007,5204007
1890,11/24/1999,Flawless,27000000,4485485,4485485
1891,5/13/2005,Mindhunters,27000000,4476235,16566235
1892,10/17/2008,What Just Happened,27000000,1090947,2412123
1893,37967,The Statement,27000000,765637,1545064
1894,12/31/2006,The Magic Flute,27000000,0,0
1895,1/16/2009,Paul Blart: Mall Cop,26000000,146336178,185904750
1896,37780,Freaky Friday,26000000,110222438,160822438
1897,8/19/2005,The 40 Year-old Virgin,26000000,109449237,177344230
1898,36111,Shakespeare in Love,26000000,100317794,279500000
1899,12/21/1990,Kindergarten Cop,26000000,91457688,202000000
1900,39607,The Pineapple Express,26000000,87341380,102404019
1901,12/22/1993,Philadelphia,26000000,77324422,201324422
1902,7/31/1998,Ever After: A Cinderella Story,26000000,65705772,65705772
1903,33154,Flatliners,26000000,61308153,61308153
1904,8/15/2003,Open Range,26000000,58331254,68613992
1905,8/19/2005,Red Eye,26000000,57891803,96666486
1906,40798,New Year’s Eve,26000000,54544638,146850273
1907,6/15/1977,A Bridge Too Far,26000000,50800000,50800000
1908,4/26/2013,Pain & Gain,26000000,49875291,81275291
1909,1/31/2003,Final Destination 2,26000000,46896664,90396664
1910,12/22/2000,"O Brother, Where Art Thou?",26000000,45506619,75763814
1911,12/29/2004,In Good Company,26000000,45489752,63489752
1912,1/22/2010,Legion,26000000,40168080,67647574
1913,8/29/2012,Lawless,26000000,37397291,54393637
1914,3/29/2002,Clockstoppers,26000000,36985501,38788828
1915,31327,Silverado,26000000,33200000,33200000
1916,39915,Brothers,26000000,28544157,45043870
1917,10/17/2014,The Best of Me,26000000,26766213,27866213
1918,38324,Agent Cody Banks 2: Destination London,26000000,23514247,28703083
1919,36958,Original Sin,26000000,16521410,16521410
1920,4/27/2012,The Raven,26000000,16008272,30601801
1921,2/20/2004,Welcome to Mooseport,26000000,14469428,14469428
1922,1/27/1995,Highlander III: The Sorcerer,26000000,13738574,13738574
1923,42284,Self/Less,26000000,12279691,33713827
1924,8/24/2001,The Curse of the Jade Scorpion,26000000,7496522,18496522
1925,10/18/2013,The Fifth Estate,26000000,3254172,6154172
1926,2/21/1997,Blood and Wine,26000000,1083350,1083350
1927,3/21/2014,Blood Ties,26000000,42472,2923959
1928,8/24/1997,The Grimm Brothers' Snow White,26000000,5000,5000
1929,6/30/2015,Viy,26000000,0,34246770
1930,3/17/2015,Accidental Love,26000000,0,135436
1931,4/24/2015,The Face of an Angel,26000000,0,0
1932,5/17/1996,Flipper,25530000,20080020,30593313
1933,8/31/2005,The Constant Gardener,25500000,33579798,86301599
1934,10/17/2008,W.,25100000,25534493,28575778
1935,2/25/2004,The Passion of the Christ,25000000,370782930,622420667
1936,11/24/1993,Mrs. Doubtfire,25000000,219195051,441286003
1937,12/16/1988,Rain Man,25000000,172825435,412800000
1938,40824,The Help,25000000,169705587,213120004
1939,39794,Gran Torino,25000000,148095302,274543085
1940,1/30/2009,Taken,25000000,145000989,226941585
1941,1/17/2014,Ride Along,25000000,134202565,153733265
1942,11/25/1992,The Bodyguard,25000000,121945720,410900000
1943,12/15/1993,Schindler's List,25000000,96067179,321365567
1944,37659,"Legally Blonde 2: Red, White & Blonde",25000000,90639088,125339088
1945,3/26/2004,Scooby-Doo 2: Monsters Unleashed,25000000,84185387,181185387
1946,38237,Anchorman: The Legend of Ron Burgundy,25000000,84136909,89476265
1947,8/15/2003,Freddy vs. Jason,25000000,82622655,114576403
1948,2/16/2007,Bridge to Terabithia,25000000,82234139,137984788
1949,12/21/2001,Jimmy Neutron: Boy Genius,25000000,80936232,102992536
1950,1/18/2008,Cloverfield,25000000,80048433,171302226
1951,40300,Dear John,25000000,80014842,142033509
1952,3/22/1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,78656813
1953,12/25/2012,Parental Guidance,25000000,77267296,120832383
